#Date             Time      Temp(°F)	Precip(inch)	Wetness(U) Relative-humidity(%RH)  Global-Radiation(W/m²)
3/1/2013	00:00:00	47.3	0	10	97.8	0
3/1/2013	00:15:00	47.3	0	10	98	0
3/1/2013	00:30:00	47.4	0	10	98	0
3/1/2013	00:45:00	46.9	0	10	98	0
3/1/2013	01:00:00	47.7	0	10	98.3	0
3/1/2013	01:15:00	48.1	0	10	98	0
3/1/2013	01:30:00	46.2	0	10	97.5	0
3/1/2013	01:45:00	45.8	0	10	98.2	0
3/1/2013	02:00:00	45.2	0	10	98.1	0
3/1/2013	02:15:00	45.1	0	10	98.4	0
3/1/2013	02:30:00	45.1	0	10	98.5	0
3/1/2013	02:45:00	44.4	0	10	98.5	0
3/1/2013	03:00:00	43.6	0	10	98.6	0
3/1/2013	03:15:00	43.6	0	10	98.9	0
3/1/2013	03:30:00	43.9	0	10	98.9	0
3/1/2013	03:45:00	44.9	0	10	99.1	0
3/1/2013	04:00:00	43.2	0	10	98.7	0
3/1/2013	04:15:00	43	0	10	99.1	0
3/1/2013	04:30:00	43.1	0	10	99.1	0
3/1/2013	04:45:00	43.5	0	10	99.2	0
3/1/2013	05:00:00	42.5	0	10	99.2	0
3/1/2013	05:15:00	43	0	10	99.3	0
3/1/2013	05:30:00	42.2	0	10	99.3	0
3/1/2013	05:45:00	42.9	0	10	99.5	0
3/1/2013	06:00:00	44.3	0.008	10	99.6	0
3/1/2013	06:15:00	44.8	0	10	99.4	0
3/1/2013	06:30:00	41.1	0	10	99.2	0
3/1/2013	06:45:00	40.9	0	10	99.6	2.9
3/1/2013	07:00:00	42.4	0	10	99.8	15.6
3/1/2013	07:15:00	42.6	0	10	99.8	59.1
3/1/2013	07:30:00	43.8	0	10	99.8	103.5
3/1/2013	07:45:00	45.5	0	10	99.8	149.9
3/1/2013	08:00:00	47.2	0	10	99.7	197.8
3/1/2013	08:15:00	48.2	0	10	99.6	246.2
3/1/2013	08:30:00	50	0	10	99.2	293.5
3/1/2013	08:45:00	50	0	5	98.2	340.4
3/1/2013	09:00:00	51.1	0	0	95.5	385.8
3/1/2013	09:15:00	52.9	0	0	90.6	429.8
3/1/2013	09:30:00	55.1	0	0	83.2	472.3
3/1/2013	09:45:00	56.7	0	0	79.2	512.3
3/1/2013	10:00:00	57.8	0	0	77.1	550.4
3/1/2013	10:15:00	60	0	0	72.4	586.6
3/1/2013	10:30:00	61.6	0	0	68.7	620.3
3/1/2013	10:45:00	62.8	0	0	67.9	652.5
3/1/2013	11:00:00	64	0	0	65.5	679.4
3/1/2013	11:15:00	65.1	0	0	62.6	691.6
3/1/2013	11:30:00	65.6	0	0	64	701.8
3/1/2013	11:45:00	66.2	0	0	62.6	720.9
3/1/2013	12:00:00	66.8	0	0	60.3	745.3
3/1/2013	12:15:00	67.9	0	0	58.4	755.1
3/1/2013	12:30:00	69.5	0	0	56.3	765.3
3/1/2013	12:45:00	69.1	0	0	55.4	765.8
3/1/2013	13:00:00	70.3	0	0	52.2	763.9
3/1/2013	13:15:00	71.3	0	0	48.8	737.5
3/1/2013	13:30:00	72.4	0	0	45.2	728.7
3/1/2013	13:45:00	73	0	0	41.7	730.2
3/1/2013	14:00:00	73.3	0	0	39.4	703.3
3/1/2013	14:15:00	74.2	0	0	43.8	674.5
3/1/2013	14:30:00	72.7	0	0	49.2	655.4
3/1/2013	14:45:00	72.2	0	0	47.3	610
3/1/2013	15:00:00	71.3	0	0	47.2	491.8
3/1/2013	15:15:00	71.3	0	0	46.3	534.3
3/1/2013	15:30:00	71	0	0	46.2	500.6
3/1/2013	15:45:00	71	0	0	46.2	452.7
3/1/2013	16:00:00	70.5	0	0	45.3	413.7
3/1/2013	16:15:00	70.5	0	0	45.9	335
3/1/2013	16:30:00	69.6	0	0	46.6	246.6
3/1/2013	16:45:00	68.7	0	0	47.4	202.2
3/1/2013	17:00:00	68.9	0	0	47	233.9
3/1/2013	17:15:00	67.8	0	0	48.8	107.9
3/1/2013	17:30:00	66.8	0	0	49.9	80.6
3/1/2013	17:45:00	65.5	0	0	53.7	54.7
3/1/2013	18:00:00	63.9	0	0	55.7	16.1
3/1/2013	18:15:00	61.9	0	0	59.8	2
3/1/2013	18:30:00	60.1	0	0	64	0
3/1/2013	18:45:00	58.3	0	0	68.8	0
3/1/2013	19:00:00	56.8	0	1	71.9	0
3/1/2013	19:15:00	55.7	0	1	74	0
3/1/2013	19:30:00	54.6	0	2	76.9	0
3/1/2013	19:45:00	53.7	0	2	78.4	0
3/1/2013	20:00:00	53.1	0	3	79.1	0
3/1/2013	20:15:00	52	0	10	82.8	0
3/1/2013	20:30:00	50.8	0	10	85.2	0
3/1/2013	20:45:00	49.4	0	10	86	0
3/1/2013	21:00:00	47.8	0	10	90.2	0
3/1/2013	21:15:00	47.3	0	10	91.9	0
3/1/2013	21:30:00	47.3	0	9	92.6	0
3/1/2013	21:45:00	47.6	0	9	91.6	0
3/1/2013	22:00:00	48.1	0	9	90.9	0
3/1/2013	22:15:00	47.7	0	9	91.1	0
3/1/2013	22:30:00	47.5	0	9	91.6	0
3/1/2013	22:45:00	47.3	0	9	92.1	0
3/1/2013	23:00:00	47.4	0	10	92.7	0
3/1/2013	23:15:00	48.4	0	10	91.6	0
3/1/2013	23:30:00	48.5	0	10	90.5	0
3/1/2013	23:45:00	47.2	0	10	91.5	0
3/2/2013	00:00:00	47.3	0	10	92.6	0
3/2/2013	00:15:00	47.8	0	10	92.2	0
3/2/2013	00:30:00	48.1	0	10	91.7	0
3/2/2013	00:45:00	48	0	10	91.6	0
3/2/2013	01:00:00	48.4	0	10	90.5	0
3/2/2013	01:15:00	48.9	0	10	89.9	0
3/2/2013	01:30:00	48.6	0	10	89	0
3/2/2013	01:45:00	47.9	0	10	90.5	0
3/2/2013	02:00:00	47.7	0	10	90.3	0
3/2/2013	02:15:00	47.6	0	10	91.4	0
3/2/2013	02:30:00	47.6	0	10	90.7	0
3/2/2013	02:45:00	47.3	0	10	91	0
3/2/2013	03:00:00	45.8	0	10	93.3	0
3/2/2013	03:15:00	46.1	0	10	93.8	0
3/2/2013	03:30:00	46.5	0	10	93.9	0
